== Sampling period: 500 us
== Test mode: periodic user-mode task
== All results in microseconds
warming up...
RTT|  00:00:01  (periodic user-mode task, 500 us period, priority 99)
RTH|----lat min|----lat avg|----lat max|-overrun|---msw|---lat best|--lat worst
RTD|      2.398|     63.495|     80.399|       0|     0|      1.683|     98.787
RTD|      2.276|     64.542|     81.642|       0|     0|      1.683|     98.787
RTD|      2.286|     63.949|     83.936|       0|     0|      1.683|     98.787
RTD|      2.441|     63.606|     83.080|       0|     0|      1.683|     98.787
RTD|      2.170|     64.313|     83.375|       0|     0|      1.683|     98.787
RTD|      2.834|     66.866|     85.996|       0|     0|      1.683|     98.787
RTD|      2.564|     65.338|     85.066|       0|     0|      1.683|     98.787
RTT|  00:05:58  (periodic user-mode task, 500 us period, priority 99)
RTH|----lat min|----lat avg|----lat max|-overrun|---msw|---lat best|--lat worst
RTD|      2.466|     66.275|     82.856|       0|     0|      1.683|     98.787
RTD|      2.706|     65.325|     82.227|       0|     0|      1.683|     98.787
RTD|      4.210|     66.007|     81.070|       0|     0|      1.683|     98.787
RTD|      2.651|     65.203|     83.760|       0|     0|      1.683|     98.787
RTD|      2.532|     66.821|     83.881|       0|     0|      1.683|     98.787
RTD|      2.482|     66.410|     83.456|       0|     0|      1.683|     98.787
RTD|      2.886|     65.461|     82.899|       0|     0|      1.683|     98.787
RTD|      2.274|     54.146|     83.000|       0|     0|      1.683|     98.787
RTD|      2.336|     58.559|     81.416|       0|     0|      1.683|     98.787
RTD|      2.201|     62.012|     80.603|       0|     0|      1.683|     98.787
RTD|      2.250|     64.614|     79.452|       0|     0|      1.683|     98.787
RTD|      2.220|     61.630|     80.633|       0|     0|      1.683|     98.787
RTD|      2.264|     55.885|     79.694|       0|     0|      1.683|     98.787
RTD|      2.372|     63.899|     82.518|       0|     0|      1.683|     98.787
RTD|      2.441|     65.946|     78.504|       0|     0|      1.683|     98.787
RTD|      2.478|     64.851|     83.542|       0|     0|      1.683|     98.787
RTD|      2.395|     65.441|     86.940|       0|     0|      1.683|     98.787
RTD|      2.244|     64.722|     80.333|       0|     0|      1.683|     98.787
RTD|      2.423|     62.634|     82.195|       0|     0|      1.683|     98.787
RTD|      2.636|     65.057|     80.966|       0|     0|      1.683|     98.787
RTD|      2.676|     66.610|     83.042|       0|     0|      1.683|     98.787
RTT|  00:06:19  (periodic user-mode task, 500 us period, priority 99)
RTH|----lat min|----lat avg|----lat max|-overrun|---msw|---lat best|--lat worst
RTD|      2.272|     62.439|     80.494|       0|     0|      1.683|     98.787
RTD|      4.374|     66.879|     85.470|       0|     0|      1.683|     98.787
RTD|      2.243|     64.318|     81.798|       0|     0|      1.683|     98.787
RTD|      2.521|     65.973|     84.539|       0|     0|      1.683|     98.787
RTD|      2.275|     65.720|     78.314|       0|     0|      1.683|     98.787
RTD|      2.698|     66.995|     83.283|       0|     0|      1.683|     98.787
RTD|      2.701|     66.449|     82.342|       0|     0|      1.683|     98.787
RTD|      2.332|     66.297|     89.551|       0|     0|      1.683|     98.787
RTD|      2.467|     66.711|     79.831|       0|     0|      1.683|     98.787
RTD|      2.616|     66.773|     79.979|       0|     0|      1.683|     98.787
RTD|      2.290|     59.785|     86.316|       0|     0|      1.683|     98.787
RTD|      2.282|     61.164|     83.620|       0|     0|      1.683|     98.787
RTD|      2.399|     65.595|     80.845|       0|     0|      1.683|     98.787
RTD|      2.525|     65.700|     81.559|       0|     0|      1.683|     98.787
RTD|      2.482|     64.263|     83.996|       0|     0|      1.683|     98.787
RTD|      4.801|     64.881|     81.263|       0|     0|      1.683|     98.787
RTD|      4.874|     64.305|     83.430|       0|     0|      1.683|     98.787
RTD|      2.413|     55.885|     82.042|       0|     0|      1.683|     98.787
RTD|      2.320|     62.302|     86.581|       0|     0|      1.683|     98.787
RTD|      2.422|     64.221|     78.097|       0|     0|      1.683|     98.787
RTD|      2.325|     63.829|     78.432|       0|     0|      1.683|     98.787
RTT|  00:06:40  (periodic user-mode task, 500 us period, priority 99)
RTH|----lat min|----lat avg|----lat max|-overrun|---msw|---lat best|--lat worst
RTD|      2.297|     64.164|     83.906|       0|     0|      1.683|     98.787
RTD|      2.744|     63.574|     77.498|       0|     0|      1.683|     98.787
RTD|      2.501|     62.110|     81.510|       0|     0|      1.683|     98.787
RTD|      2.271|     63.410|     81.809|       0|     0|      1.683|     98.787
RTD|      2.269|     62.932|     76.274|       0|     0|      1.683|     98.787
RTD|      2.342|     64.370|     77.447|       0|     0|      1.683|     98.787
RTD|      2.265|     63.834|     80.428|       0|     0|      1.683|     98.787
RTD|      2.707|     65.350|     78.963|       0|     0|      1.683|     98.787
RTD|      2.230|     63.619|     83.643|       0|     0|      1.683|     98.787
RTD|      3.423|     63.392|     83.798|       0|     0|      1.683|     98.787
RTD|      5.093|     66.403|     82.076|       0|     0|      1.683|     98.787
RTD|      2.220|     64.080|     82.840|       0|     0|      1.683|     98.787
RTD|      2.404|     64.828|     78.257|       0|     0|      1.683|     98.787
RTD|      2.230|     65.754|     86.034|       0|     0|      1.683|     98.787
RTD|      2.400|     63.775|     77.967|       0|     0|      1.683|     98.787
RTD|      2.237|     63.446|     90.860|       0|     0|      1.683|     98.787
RTD|      2.424|     58.943|     80.846|       0|     0|      1.683|     98.787
RTD|      2.295|     59.871|     84.314|       0|     0|      1.683|     98.787
RTD|      2.470|     61.118|     80.546|       0|     0|      1.683|     98.787
RTD|      2.388|     60.899|     83.572|       0|     0|      1.683|     98.787
RTD|      2.310|     62.542|     85.858|       0|     0|      1.683|     98.787
RTT|  00:07:01  (periodic user-mode task, 500 us period, priority 99)
RTH|----lat min|----lat avg|----lat max|-overrun|---msw|---lat best|--lat worst
RTD|      2.227|     61.077|     85.943|       0|     0|      1.683|     98.787
RTD|      2.509|     63.636|     82.118|       0|     0|      1.683|     98.787
RTD|      2.526|     63.313|     83.289|       0|     0|      1.683|     98.787
RTD|      2.672|     60.049|     81.332|       0|     0|      1.683|     98.787
RTD|      2.766|     63.294|     81.585|       0|     0|      1.683|     98.787
RTD|      2.235|     60.646|     83.173|       0|     0|      1.683|     98.787
RTD|      2.705|     61.244|     82.550|       0|     0|      1.683|     98.787
RTD|      2.371|     61.900|     80.173|       0|     0|      1.683|     98.787
RTD|      2.540|     60.853|     88.900|       0|     0|      1.683|     98.787
RTD|      2.420|     49.205|     82.521|       0|     0|      1.683|     98.787
RTD|      2.322|     58.966|     85.450|       0|     0|      1.683|     98.787
RTD|      2.210|     63.305|     78.405|       0|     0|      1.683|     98.787
RTD|      2.855|     65.359|     78.239|       0|     0|      1.683|     98.787
RTD|      2.990|     64.731|     82.254|       0|     0|      1.683|     98.787
RTD|      2.270|     57.763|     77.838|       0|     0|      1.683|     98.787
RTD|      2.227|     61.539|     91.889|       0|     0|      1.683|     98.787
RTD|      2.260|     61.741|     79.160|       0|     0|      1.683|     98.787
RTD|      2.561|     64.081|     82.678|       0|     0|      1.683|     98.787
RTD|      2.604|     61.413|     84.537|       0|     0|      1.683|     98.787
RTD|      2.342|     61.985|     81.803|       0|     0|      1.683|     98.787
RTD|      2.345|     44.779|     85.198|       0|     0|      1.683|     98.787
RTT|  00:07:22  (periodic user-mode task, 500 us period, priority 99)
RTH|----lat min|----lat avg|----lat max|-overrun|---msw|---lat best|--lat worst
RTD|      2.022|     26.032|     80.881|       0|     0|      1.683|     98.787
RTD|      5.046|     64.755|     84.085|       0|     0|      1.683|     98.787
RTD|      2.410|     55.888|     82.381|       0|     0|      1.683|     98.787
RTD|      2.271|     53.359|     82.445|       0|     0|      1.683|     98.787
RTD|      2.415|     52.328|     86.527|       0|     0|      1.683|     98.787
RTD|      2.285|     53.893|     87.490|       0|     0|      1.683|     98.787
RTD|      2.216|     52.919|     81.678|       0|     0|      1.683|     98.787
RTD|      2.275|     59.440|     82.522|       0|     0|      1.683|     98.787
RTD|      2.364|     57.133|     78.311|       0|     0|      1.683|     98.787
RTD|      2.351|     60.524|     82.950|       0|     0|      1.683|     98.787
RTD|      2.443|     61.260|     84.160|       0|     0|      1.683|     98.787
RTD|      2.295|     59.379|     81.110|       0|     0|      1.683|     98.787
RTD|      2.326|     59.880|     82.127|       0|     0|      1.683|     98.787
RTD|      2.386|     62.192|     82.506|       0|     0|      1.683|     98.787
RTD|      2.223|     52.044|     83.444|       0|     0|      1.683|     98.787
RTD|      2.740|     60.686|     80.104|       0|     0|      1.683|     98.787
RTD|      2.493|     61.743|     81.038|       0|     0|      1.683|     98.787
RTD|      2.411|     63.677|     85.576|       0|     0|      1.683|     98.787
RTD|      2.217|     62.238|     77.138|       0|     0|      1.683|     98.787
RTD|      2.463|     60.294|     81.982|       0|     0|      1.683|     98.787
RTD|      2.304|     64.619|     82.215|       0|     0|      1.683|     98.787
RTT|  00:07:43  (periodic user-mode task, 500 us period, priority 99)
RTH|----lat min|----lat avg|----lat max|-overrun|---msw|---lat best|--lat worst
RTD|      2.639|     66.274|     83.444|       0|     0|      1.683|     98.787
RTD|      2.468|     64.004|     78.502|       0|     0|      1.683|     98.787
RTD|      2.464|     61.804|     79.413|       0|     0|      1.683|     98.787
RTD|      2.459|     62.960|     84.999|       0|     0|      1.683|     98.787
RTD|      2.238|     60.833|     82.624|       0|     0|      1.683|     98.787
RTD|      2.734|     65.550|     80.905|       0|     0|      1.683|     98.787
RTD|      2.808|     59.133|     80.663|       0|     0|      1.683|     98.787
RTD|      2.254|     52.300|     77.452|       0|     0|      1.683|     98.787
RTD|      2.313|     53.233|     82.653|       0|     0|      1.683|     98.787
RTD|      2.491|     60.745|     85.063|       0|     0|      1.683|     98.787
RTD|      2.264|     54.803|     78.482|       0|     0|      1.683|     98.787
RTD|      2.234|     55.621|     83.415|       0|     0|      1.683|     98.787
RTD|      2.237|     52.485|     82.762|       0|     0|      1.683|     98.787
RTD|      2.199|     58.300|     83.174|       0|     0|      1.683|     98.787
RTD|      2.259|     53.447|     84.579|       0|     0|      1.683|     98.787
RTD|      2.418|     62.152|     84.965|       0|     0|      1.683|     98.787
RTD|      4.436|     63.899|     77.429|       0|     0|      1.683|     98.787
RTD|      2.276|     62.026|     81.415|       0|     0|      1.683|     98.787
RTD|      2.255|     56.376|     82.466|       0|     0|      1.683|     98.787
RTD|      2.204|     55.045|     86.379|       0|     0|      1.683|     98.787
RTD|      2.250|     53.172|     84.926|       0|     0|      1.683|     98.787
RTT|  00:08:04  (periodic user-mode task, 500 us period, priority 99)
RTH|----lat min|----lat avg|----lat max|-overrun|---msw|---lat best|--lat worst
RTD|      2.312|     57.788|     84.345|       0|     0|      1.683|     98.787
RTD|      2.201|     44.347|     81.216|       0|     0|      1.683|     98.787
RTD|      2.229|     43.975|     86.773|       0|     0|      1.683|     98.787
RTD|      2.223|     46.066|     82.898|       0|     0|      1.683|     98.787
RTD|      2.370|     54.076|     99.649|       0|     0|      1.683|     99.649
RTD|      2.259|     61.582|     85.469|       0|     0|      1.683|     99.649
RTD|      2.627|     65.114|     78.851|       0|     0|      1.683|     99.649
RTD|      2.728|     61.701|     96.551|       0|     0|      1.683|     99.649
RTD|      2.402|     64.310|     79.091|       0|     0|      1.683|     99.649
RTD|      2.274|     59.431|     80.385|       0|     0|      1.683|     99.649
RTD|      2.221|     58.702|     79.454|       0|     0|      1.683|     99.649
RTD|      2.231|     58.342|     78.220|       0|     0|      1.683|     99.649
RTD|      2.344|     60.965|     83.532|       0|     0|      1.683|     99.649
RTD|      2.352|     61.203|     82.487|       0|     0|      1.683|     99.649
RTD|      2.203|     58.234|     83.098|       0|     0|      1.683|     99.649
RTD|      2.493|     58.937|     80.955|       0|     0|      1.683|     99.649
RTD|      2.257|     62.858|     75.960|       0|     0|      1.683|     99.649
RTD|      2.662|     62.804|     78.844|       0|     0|      1.683|     99.649
RTD|      2.698|     65.434|     81.925|       0|     0|      1.683|     99.649
RTD|      2.215|     60.225|     83.098|       0|     0|      1.683|     99.649
RTD|      2.390|     63.596|     90.410|       0|     0|      1.683|     99.649
RTT|  00:08:25  (periodic user-mode task, 500 us period, priority 99)
RTH|----lat min|----lat avg|----lat max|-overrun|---msw|---lat best|--lat worst
RTD|      2.332|     63.335|     81.878|       0|     0|      1.683|     99.649
RTD|      2.566|     62.855|     84.050|       0|     0|      1.683|     99.649
RTD|      2.649|     63.455|     76.819|       0|     0|      1.683|     99.649
RTD|      2.371|     65.412|     79.254|       0|     0|      1.683|     99.649
RTD|      2.391|     62.631|     81.372|       0|     0|      1.683|     99.649
RTD|      2.291|     59.697|     81.878|       0|     0|      1.683|     99.649
RTD|      2.493|     64.146|     82.830|       0|     0|      1.683|     99.649
RTD|      2.239|     61.780|     79.164|       0|     0|      1.683|     99.649
RTD|      2.369|     62.715|     82.463|       0|     0|      1.683|     99.649
RTD|      2.369|     62.049|     82.638|       0|     0|      1.683|     99.649
RTD|      2.710|     66.203|     82.583|       0|     0|      1.683|     99.649
RTD|      2.266|     47.086|     83.649|       0|     0|      1.683|     99.649
RTD|      2.315|     59.472|     77.635|       0|     0|      1.683|     99.649
RTD|      2.623|     62.995|     81.937|       0|     0|      1.683|     99.649
RTD|      2.945|     64.560|     77.360|       0|     0|      1.683|     99.649
RTD|      2.433|     64.711|     84.965|       0|     0|      1.683|     99.649
RTD|      2.199|     56.832|     78.334|       0|     0|      1.683|     99.649
RTD|      2.721|     61.038|     82.736|       0|     0|      1.683|     99.649
RTD|      2.209|     61.012|     79.760|       0|     0|      1.683|     99.649
RTD|      2.186|     37.955|     87.205|       0|     0|      1.683|     99.649
RTD|      2.196|     45.234|     84.084|       0|     0|      1.683|     99.649
RTT|  00:08:46  (periodic user-mode task, 500 us period, priority 99)
RTH|----lat min|----lat avg|----lat max|-overrun|---msw|---lat best|--lat worst
RTD|      2.276|     55.052|     80.264|       0|     0|      1.683|     99.649
RTD|      2.228|     50.612|     82.676|       0|     0|      1.683|     99.649
RTD|      2.171|     55.434|     83.314|       0|     0|      1.683|     99.649
RTD|      2.323|     53.513|     78.793|       0|     0|      1.683|     99.649
RTD|      2.372|     54.304|     84.139|       0|     0|      1.683|     99.649
RTD|      2.162|     54.801|     79.648|       0|     0|      1.683|     99.649
RTD|      2.184|     49.949|     77.966|       0|     0|      1.683|     99.649
RTD|      2.259|     57.236|     81.661|       0|     0|      1.683|     99.649
RTD|      2.517|     59.448|     81.401|       0|     0|      1.683|     99.649
RTD|      2.369|     59.942|     77.696|       0|     0|      1.683|     99.649
RTD|      2.193|     57.260|     78.060|       0|     0|      1.683|     99.649
RTD|      2.275|     57.830|     80.949|       0|     0|      1.683|     99.649
RTD|      2.241|     57.817|     81.234|       0|     0|      1.683|     99.649
RTD|      2.210|     52.652|     81.252|       0|     0|      1.683|     99.649
RTD|      2.200|     33.792|     83.601|       0|     0|      1.683|     99.649
RTD|      2.382|     34.489|     83.311|       0|     0|      1.683|     99.649
RTD|      2.396|     62.508|     84.621|       0|     0|      1.683|     99.649
RTD|      4.378|     65.855|     83.147|       0|     0|      1.683|     99.649
RTD|      2.439|     57.887|     80.774|       0|     0|      1.683|     99.649
RTD|      2.259|     56.096|     80.880|       0|     0|      1.683|     99.649
RTD|      2.204|     56.050|     87.339|       0|     0|      1.683|     99.649
RTT|  00:09:07  (periodic user-mode task, 500 us period, priority 99)
RTH|----lat min|----lat avg|----lat max|-overrun|---msw|---lat best|--lat worst
RTD|      2.216|     53.617|     76.396|       0|     0|      1.683|     99.649
RTD|      2.165|     44.648|     78.188|       0|     0|      1.683|     99.649
RTD|      2.174|     17.924|     50.833|       0|     0|      1.683|     99.649
RTD|      2.184|     24.487|     53.632|       0|     0|      1.683|     99.649
RTD|      2.082|     26.285|     61.521|       0|     0|      1.683|     99.649
RTD|      2.195|     31.967|     57.061|       0|     0|      1.683|     99.649
RTD|      2.033|     31.721|     55.813|       0|     0|      1.683|     99.649
RTD|      2.103|     31.233|     56.155|       0|     0|      1.683|     99.649
RTD|      2.200|     34.850|     81.893|       0|     0|      1.683|     99.649
RTD|      2.191|     52.148|     80.398|       0|     0|      1.683|     99.649
RTD|      2.182|     50.809|     84.308|       0|     0|      1.683|     99.649
RTD|      2.185|     48.682|     80.391|       0|     0|      1.683|     99.649
RTD|      2.263|     45.433|     83.875|       0|     0|      1.683|     99.649
RTD|      2.340|     53.145|     84.348|       0|     0|      1.683|     99.649
RTD|      2.314|     50.738|     82.480|       0|     0|      1.683|     99.649
RTD|      2.246|     45.023|     80.034|       0|     0|      1.683|     99.649
RTD|      2.254|     51.846|     77.516|       0|     0|      1.683|     99.649
RTD|      2.174|     48.525|     82.247|       0|     0|      1.683|     99.649
RTD|      2.257|     49.528|     82.733|       0|     0|      1.683|     99.649
RTD|      2.234|     55.040|     85.286|       0|     0|      1.683|     99.649
RTD|      2.320|     48.341|     91.279|       0|     0|      1.683|     99.649
RTT|  00:09:28  (periodic user-mode task, 500 us period, priority 99)
RTH|----lat min|----lat avg|----lat max|-overrun|---msw|---lat best|--lat worst
RTD|      2.183|     25.036|     75.920|       0|     0|      1.683|     99.649
RTD|      2.009|     26.161|     78.189|       0|     0|      1.683|     99.649
RTD|      2.240|     21.917|     73.901|       0|     0|      1.683|     99.649
RTD|      2.203|     15.881|     57.514|       0|     0|      1.683|     99.649
RTD|      2.216|     19.306|     78.689|       0|     0|      1.683|     99.649
RTD|      2.209|     32.803|     82.707|       0|     0|      1.683|     99.649
RTD|      2.182|     43.998|     78.782|       0|     0|      1.683|     99.649
RTD|      2.216|     47.747|     94.411|       0|     0|      1.683|     99.649
RTD|      2.196|     41.774|     83.054|       0|     0|      1.683|     99.649
RTD|      2.287|     46.957|     85.893|       0|     0|      1.683|     99.649
RTD|      2.313|     45.170|     84.974|       0|     0|      1.683|     99.649
RTD|      2.285|     51.182|     82.830|       0|     0|      1.683|     99.649
RTD|      2.199|     44.374|     81.930|       0|     0|      1.683|     99.649
RTD|      2.395|     49.325|     78.447|       0|     0|      1.683|     99.649
RTD|      2.309|     48.305|     84.203|       0|     0|      1.683|     99.649
RTD|      2.253|     51.068|     88.751|       0|     0|      1.683|     99.649
RTD|      2.352|     49.777|     82.563|       0|     0|      1.683|     99.649
RTD|      2.245|     49.472|     83.410|       0|     0|      1.683|     99.649
RTD|      2.369|     51.745|     80.910|       0|     0|      1.683|     99.649
RTD|      2.231|     47.786|     79.074|       0|     0|      1.683|     99.649
RTD|      2.247|     44.693|     84.816|       0|     0|      1.683|     99.649
RTT|  00:09:49  (periodic user-mode task, 500 us period, priority 99)
RTH|----lat min|----lat avg|----lat max|-overrun|---msw|---lat best|--lat worst
RTD|      2.181|     48.410|     80.035|       0|     0|      1.683|     99.649
---|-----------|-----------|-----------|--------|------|-------------------------
RTS|      1.683|     39.121|     99.649|       0|     0|    00:09:49/00:09:49
