sample_idx,expected_ns,actual_ns,jitter_us,period_us,exec_us,overruns
2138,23720880428087,23720880499199,71.112,1000.662,0.300,0
2139,23720881428087,23720881499674,71.587,1000.475,0.304,0
2140,23720882428087,23720882499031,70.944,999.357,0.305,0
2141,23720883428087,23720883498539,70.452,999.508,0.305,0
2142,23720884428087,23720884498783,70.696,1000.244,0.307,0
2143,23720885428087,23720885435859,7.772,937.076,0.422,0
2144,23720886428087,23720886497539,69.452,1061.680,0.296,0
2145,23720887428087,23720887497915,69.828,1000.376,0.295,0
2146,23720888428087,23720888497510,69.423,999.595,0.302,0
2147,23720889428087,23720889497241,69.154,999.731,0.300,0
2148,23720890428087,23720890498574,70.487,1001.333,0.298,0
2149,23720891428087,23720891497285,69.198,998.711,0.311,0
2150,23720892428087,23720892497523,69.436,1000.238,0.294,0
2151,23720893428087,23720893497995,69.908,1000.472,0.300,0
2152,23720894428087,23720894434443,6.356,936.448,0.315,0
2153,23720895428087,23720895498540,70.453,1064.097,0.307,0
2154,23720896428087,23720896497589,69.502,999.049,0.305,0
2155,23720897428087,23720897499304,71.217,1001.715,0.298,0
2156,23720898428087,23720898497412,69.325,998.108,0.299,0
2157,23720899428087,23720899496768,68.681,999.356,0.300,0
2158,23720900428087,23720900498392,70.305,1001.624,0.307,0
2159,23720901428087,23720901499625,71.538,1001.233,0.313,0
2160,23720902428087,23720902497518,69.431,997.893,0.305,0
2161,23720903428087,23720903497454,69.367,999.936,0.305,0
2162,23720904428087,23720904498673,70.586,1001.219,0.301,0
2163,23720905428087,23720905499218,71.131,1000.545,0.301,0
2164,23720906428087,23720906498649,70.562,999.431,0.304,0
2165,23720907428087,23720907494950,66.863,996.301,0.314,0
2166,23720908428087,23720908497935,69.848,1002.985,0.299,0
2167,23720909428087,23720909497627,69.540,999.692,0.304,0
2168,23720910428087,23720910497391,69.304,999.764,0.294,0
2169,23720911428087,23720911497552,69.465,1000.161,0.316,0
2170,23720912428087,23720912497386,69.299,999.834,0.308,0
2171,23720913428087,23720913501937,73.850,1004.551,0.308,0
2172,23720914428087,23720914434706,6.619,932.769,0.333,0
2173,23720915428087,23720915497073,68.986,1062.367,0.299,0
2174,23720916428087,23720916498320,70.233,1001.247,0.297,0
2175,23720917428087,23720917499641,71.554,1001.321,0.307,0
2176,23720918428087,23720918496816,68.729,997.175,0.301,0
2177,23720919428087,23720919497375,69.288,1000.559,0.303,0
2178,23720920428087,23720920498884,70.797,1001.509,0.304,0
2179,23720921428087,23720921501259,73.172,1002.375,0.294,0
2180,23720922428087,23720922499588,71.501,998.329,0.300,0
2181,23720923428087,23720923495196,67.109,995.608,0.301,0
2182,23720924428087,23720924502429,74.342,1007.233,0.303,0
2183,23720925428087,23720925498582,70.495,996.153,0.316,0
2184,23720926428087,23720926498845,70.758,1000.263,0.305,0
2185,23720927428087,23720927498300,70.213,999.455,0.306,0
2186,23720928428087,23720928498402,70.315,1000.102,0.303,0
2187,23720929428087,23720929501816,73.729,1003.414,0.297,0
2188,23720930428087,23720930498869,70.782,997.053,0.301,0
2189,23720931428087,23720931499566,71.479,1000.697,0.304,0
2190,23720932428087,23720932498288,70.201,998.722,0.299,0
2191,23720933428087,23720933499720,71.633,1001.432,0.304,0
2192,23720934428087,23720934498761,70.674,999.041,0.306,0
2193,23720935428087,23720935496755,68.668,997.994,0.297,0
2194,23720936428087,23720936498245,70.158,1001.490,0.307,0
2195,23720937428087,23720937501141,73.054,1002.896,0.298,0
2196,23720938428087,23720938497197,69.110,996.056,0.306,0
2197,23720939428087,23720939497287,69.200,1000.090,0.312,0
2198,23720940428087,23720940498213,70.126,1000.926,0.305,0
2199,23720941428087,23720941497561,69.474,999.348,0.297,0
2200,23720942428087,23720942498775,70.688,1001.214,0.312,0
2201,23720943428087,23720943498832,70.745,1000.057,0.306,0
2202,23720944428087,23720944501718,73.631,1002.886,0.297,0
2203,23720945428087,23720945498539,70.452,996.821,0.306,0
2204,23720946428087,23720946498730,70.643,1000.191,0.295,0
2205,23720947428087,23720947497345,69.258,998.615,0.306,0
2206,23720948428087,23720948497989,69.902,1000.644,0.308,0
2207,23720949428087,23720949498359,70.272,1000.370,0.297,0
2208,23720950428087,23720950499463,71.376,1001.104,0.298,0
2209,23720951428087,23720951497607,69.520,998.144,0.298,0
2210,23720952428087,23720952498673,70.586,1001.066,0.301,0
2211,23720953428087,23720953497742,69.655,999.069,0.305,0
2212,23720954428087,23720954434592,6.505,936.850,0.301,0
2213,23720955428087,23720955499196,71.109,1064.604,0.306,0
2214,23720956428087,23720956497266,69.179,998.070,0.306,0
2215,23720957428087,23720957500707,72.620,1003.441,0.297,0
2216,23720958428087,23720958498586,70.499,997.879,0.294,0
2217,23720959428087,23720959498573,70.486,999.987,0.299,0
2218,23720960428087,23720960499089,71.002,1000.516,0.299,0
2219,23720961428087,23720961497506,69.419,998.417,0.301,0
2220,23720962428087,23720962499812,71.725,1002.306,0.307,0
2221,23720963428087,23720963499464,71.377,999.652,0.318,0
2222,23720964428087,23720964434533,6.446,935.069,0.294,0
2223,23720965428087,23720965497480,69.393,1062.947,0.297,0
2224,23720966428087,23720966497071,68.984,999.591,0.302,0
2225,23720967428087,23720967498318,70.231,1001.247,0.301,0
2226,23720968428087,23720968498135,70.048,999.817,0.302,0
2227,23720969428087,23720969497571,69.484,999.436,0.300,0
2228,23720970428087,23720970499021,70.934,1001.450,0.319,0
2229,23720971428087,23720971501022,72.935,1002.001,0.299,0
2230,23720972428087,23720972498685,70.598,997.663,0.307,0
2231,23720973428087,23720973499740,71.653,1001.055,0.304,0
2232,23720974428087,23720974434495,6.408,934.755,0.306,0
2233,23720975428087,23720975497558,69.471,1063.063,0.301,0
2234,23720976428087,23720976497543,69.456,999.985,0.294,0
2235,23720977428087,23720977501274,73.187,1003.731,0.303,0
2236,23720978428087,23720978498594,70.507,997.320,0.300,0
2237,23720979428087,23720979497751,69.664,999.157,0.299,0
2238,23720980428087,23720980496720,68.633,998.969,0.300,0
2239,23720981428087,23720981498012,69.925,1001.292,0.304,0
2240,23720982428087,23720982497504,69.417,999.492,0.299,0
2241,23720983428087,23720983497811,69.724,1000.307,0.301,0
2242,23720984428087,23720984434583,6.496,936.772,0.295,0
2243,23720985428087,23720985500618,72.531,1066.035,0.302,0
2244,23720986428087,23720986500542,72.455,999.924,0.297,0
2245,23720987428087,23720987494872,66.785,994.330,0.296,0
2246,23720988428087,23720988499498,71.411,1004.626,0.296,0
2247,23720989428087,23720989499564,71.477,1000.066,0.296,0
2248,23720990428087,23720990497985,69.898,998.421,0.305,0
2249,23720991428087,23720991462707,34.620,964.722,0.301,0
2250,23720992428087,23720992497764,69.677,1035.057,0.297,0
2251,23720993428087,23720993500966,72.879,1003.202,0.298,0
2252,23720994428087,23720994434486,6.399,933.520,0.306,0
2253,23720995428087,23720995499365,71.278,1064.879,0.306,0
2254,23720996428087,23720996501868,73.781,1002.503,0.301,0
2255,23720997428087,23720997498129,70.042,996.261,0.304,0
2256,23720998428087,23720998498875,70.788,1000.746,0.296,0
2257,23720999428087,23720999496369,68.282,997.494,0.291,0
2258,23721000428087,23721000498252,70.165,1001.883,0.270,0
2259,23721001428087,23721001500281,72.194,1002.029,0.306,0
2260,23721002428087,23721002497353,69.266,997.072,0.309,0
2261,23721003428087,23721003497166,69.079,999.813,0.290,0
2262,23721004428087,23721004498736,70.649,1001.570,0.301,0
2263,23721005428087,23721005497626,69.539,998.890,0.295,0
2264,23721006428087,23721006498771,70.684,1001.145,0.294,0
2265,23721007428087,23721007502705,74.618,1003.934,0.310,0
2266,23721008428087,23721008497563,69.476,994.858,0.302,0
2267,23721009428087,23721009502005,73.918,1004.442,0.304,0
2268,23721010428087,23721010499203,71.116,997.198,0.300,0
2269,23721011428087,23721011497471,69.384,998.268,0.289,0
2270,23721012428087,23721012497501,69.414,1000.030,0.301,0
2271,23721013428087,23721013499345,71.258,1001.844,0.301,0
2272,23721014428087,23721014434435,6.348,935.090,0.307,0
2273,23721015428087,23721015499010,70.923,1064.575,0.306,0
2274,23721016428087,23721016498257,70.170,999.247,0.302,0
2275,23721017428087,23721017497775,69.688,999.518,0.307,0
2276,23721018428087,23721018497608,69.521,999.833,0.300,0
2277,23721019428087,23721019497303,69.216,999.695,0.334,0
2278,23721020428087,23721020498680,70.593,1001.377,0.293,0
2279,23721021428087,23721021494294,66.207,995.614,0.307,0
2280,23721022428087,23721022497379,69.292,1003.085,0.304,0
2281,23721023428087,23721023497685,69.598,1000.306,0.298,0
2282,23721024428087,23721024434528,6.441,936.843,0.298,0
2283,23721025428087,23721025488571,60.484,1054.043,0.331,0
2284,23721026428087,23721026497637,69.550,1009.066,0.301,0
2285,23721027428087,23721027498769,70.682,1001.132,0.302,0
2286,23721028428087,23721028495292,67.205,996.523,0.294,0
2287,23721029428087,23721029497373,69.286,1002.081,0.290,0
2288,23721030428087,23721030497752,69.665,1000.379,0.295,0
2289,23721031428087,23721031498742,70.655,1000.990,0.299,0
2290,23721032428087,23721032497707,69.620,998.965,0.295,0
2291,23721033428087,23721033500217,72.130,1002.510,0.295,0
2292,23721034428087,23721034498404,70.317,998.187,0.292,0
2293,23721035428087,23721035500362,72.275,1001.958,0.299,0
2294,23721036428087,23721036498678,70.591,998.316,0.313,0
2295,23721037428087,23721037499985,71.898,1001.307,0.316,0
2296,23721038428087,23721038498126,70.039,998.141,0.294,0
2297,23721039428087,23721039498350,70.263,1000.224,0.306,0
2298,23721040428087,23721040500277,72.190,1001.927,0.310,0
2299,23721041428087,23721041500424,72.337,1000.147,0.295,0
2300,23721042428087,23721042497553,69.466,997.129,0.307,0
2301,23721043428087,23721043505517,77.430,1007.964,0.296,0
2302,23721044428087,23721044502863,74.776,997.346,0.297,0
2303,23721045428087,23721045499136,71.049,996.273,0.302,0
2304,23721046428087,23721046498414,70.327,999.278,0.304,0
2305,23721047428087,23721047499055,70.968,1000.641,0.310,0
2306,23721048428087,23721048498006,69.919,998.951,0.300,0
2307,23721049428087,23721049499621,71.534,1001.615,0.301,0
2308,23721050428087,23721050498082,69.995,998.461,0.303,0
2309,23721051428087,23721051499928,71.841,1001.846,0.308,0
2310,23721052428087,23721052497470,69.383,997.542,0.303,0
2311,23721053428087,23721053497686,69.599,1000.216,0.306,0
2312,23721054428087,23721054497869,69.782,1000.183,0.295,0
2313,23721055428087,23721055497952,69.865,1000.083,0.307,0
2314,23721056428087,23721056497776,69.689,999.824,0.306,0
2315,23721057428087,23721057500240,72.153,1002.464,0.300,0
2316,23721058428087,23721058502306,74.219,1002.066,0.293,0
2317,23721059428087,23721059498756,70.669,996.450,0.301,0
2318,23721060428087,23721060498589,70.502,999.833,0.305,0
2319,23721061428087,23721061498787,70.700,1000.198,0.302,0
2320,23721062428087,23721062498274,70.187,999.487,0.308,0
2321,23721063428087,23721063498296,70.209,1000.022,0.297,0
2322,23721064428087,23721064499149,71.062,1000.853,0.297,0
2323,23721065428087,23721065499469,71.382,1000.320,0.307,0
2324,23721066428087,23721066499345,71.258,999.876,0.306,0
2325,23721067428087,23721067498822,70.735,999.477,0.313,0
2326,23721068428087,23721068497450,69.363,998.628,0.301,0
2327,23721069428087,23721069498192,70.105,1000.742,0.302,0
2328,23721070428087,23721070499167,71.080,1000.975,0.295,0
2329,23721071428087,23721071497771,69.684,998.604,0.301,0
2330,23721072428087,23721072499087,71.000,1001.316,0.305,0
2331,23721073428087,23721073497987,69.900,998.900,0.298,0
2332,23721074428087,23721074434558,6.471,936.571,0.298,0
2333,23721075428087,23721075498184,70.097,1063.626,0.298,0
2334,23721076428087,23721076498046,69.959,999.862,0.306,0
2335,23721077428087,23721077498767,70.680,1000.721,0.299,0
2336,23721078428087,23721078498241,70.154,999.474,0.293,0
2337,23721079428087,23721079499163,71.076,1000.922,0.295,0
2338,23721080428087,23721080497356,69.269,998.193,0.306,0
2339,23721081428087,23721081498809,70.722,1001.453,0.308,0
2340,23721082428087,23721082499220,71.133,1000.411,0.292,0
2341,23721083428087,23721083496874,68.787,997.654,0.303,0
2342,23721084428087,23721084436773,8.686,939.899,0.312,0
2343,23721085428087,23721085498665,70.578,1061.892,0.307,0
2344,23721086428087,23721086497819,69.732,999.154,0.303,0
2345,23721087428087,23721087500434,72.347,1002.615,0.299,0
2346,23721088428087,23721088498477,70.390,998.043,0.307,0
2347,23721089428087,23721089497276,69.189,998.799,0.303,0
2348,23721090428087,23721090498456,70.369,1001.180,0.307,0
2349,23721091428087,23721091497519,69.432,999.063,0.308,0
2350,23721092428087,23721092507202,79.115,1009.683,0.305,0
2351,23721093428087,23721093435511,7.424,928.309,0.312,0
2352,23721094428087,23721094434470,6.383,998.959,0.320,0
2353,23721095428087,23721095505532,77.445,1071.062,0.306,0
2354,23721096428087,23721096479868,51.781,974.336,0.302,0
2355,23721097428087,23721097435705,7.618,955.837,0.308,0
2356,23721098428087,23721098478601,50.514,1042.896,0.747,0
2357,23721099428087,23721099477811,49.724,999.210,0.724,0
2358,23721100428087,23721100481733,53.646,1003.922,0.725,0
2359,23721101428087,23721101462728,34.641,980.995,0.295,0
2360,23721102428087,23721102457249,29.162,994.521,0.340,0
2361,23721103428087,23721103497573,69.486,1040.324,0.285,0
2362,23721104428087,23721104434808,6.721,937.235,0.302,0
2363,23721105428087,23721105499433,71.346,1064.625,0.297,0
2364,23721106428087,23721106501693,73.606,1002.260,0.303,0
2365,23721107428087,23721107497634,69.547,995.941,0.305,0
2366,23721108428087,23721108495022,66.935,997.388,0.302,0
2367,23721109428087,23721109498058,69.971,1003.036,0.294,0
2368,23721110428087,23721110498235,70.148,1000.177,0.305,0
2369,23721111428087,23721111498577,70.490,1000.342,0.305,0
2370,23721112428087,23721112503189,75.102,1004.612,0.309,0
2371,23721113428087,23721113499284,71.197,996.095,0.302,0
2372,23721114428087,23721114434541,6.454,935.257,0.306,0
2373,23721115428087,23721115499339,71.252,1064.798,0.303,0
2374,23721116428087,23721116498569,70.482,999.230,0.309,0
2375,23721117428087,23721117497883,69.796,999.314,0.316,0
2376,23721118428087,23721118498519,70.432,1000.636,0.293,0
2377,23721119428087,23721119498521,70.434,1000.002,0.298,0
2378,23721120428087,23721120498359,70.272,999.838,0.307,0
2379,23721121428087,23721121499516,71.429,1001.157,0.312,0
2380,23721122428087,23721122501500,73.413,1001.984,0.300,0
2381,23721123428087,23721123498791,70.704,997.291,0.305,0
2382,23721124428087,23721124434622,6.535,935.831,0.315,0
2383,23721125428087,23721125496586,68.499,1061.964,0.297,0
2384,23721126428087,23721126501200,73.113,1004.614,0.314,0
2385,23721127428087,23721127498759,70.672,997.559,0.302,0
2386,23721128428087,23721128496694,68.607,997.935,0.303,0
2387,23721129428087,23721129498899,70.812,1002.205,0.299,0
2388,23721130428087,23721130497504,69.417,998.605,0.293,0
2389,23721131428087,23721131498918,70.831,1001.414,0.301,0
2390,23721132428087,23721132498303,70.216,999.385,0.298,0
2391,23721133428087,23721133482529,54.442,984.226,0.300,0
2392,23721134428087,23721134434702,6.615,952.173,0.305,0
2393,23721135428087,23721135500365,72.278,1065.663,0.307,0
2394,23721136428087,23721136498040,69.953,997.675,0.305,0
2395,23721137428087,23721137498288,70.201,1000.248,0.304,0
2396,23721138428087,23721138499481,71.394,1001.193,0.294,0
2397,23721139428087,23721139498258,70.171,998.777,0.300,0
2398,23721140428087,23721140497897,69.810,999.639,0.305,0
2399,23721141428087,23721141499033,70.946,1001.136,0.299,0
2400,23721142428087,23721142497887,69.800,998.854,0.303,0
2401,23721143428087,23721143497374,69.287,999.487,0.308,0
2402,23721144428087,23721144434617,6.530,937.243,0.323,0
2403,23721145428087,23721145498767,70.680,1064.150,0.301,0
2404,23721146428087,23721146497639,69.552,998.872,0.304,0
2405,23721147428087,23721147499528,71.441,1001.889,0.301,0
2406,23721148428087,23721148499576,71.489,1000.048,0.317,0
2407,23721149428087,23721149504300,76.213,1004.724,0.319,0
2408,23721150428087,23721150498583,70.496,994.283,0.294,0
2409,23721151428087,23721151496847,68.760,998.264,0.315,0
2410,23721152428087,23721152497864,69.777,1001.017,0.309,0
2411,23721153428087,23721153496914,68.827,999.050,0.303,0
2412,23721154428087,23721154434588,6.501,937.674,0.327,0
2413,23721155428087,23721155498534,70.447,1063.946,0.317,0
2414,23721156428087,23721156501551,73.464,1003.017,0.303,0
2415,23721157428087,23721157499901,71.814,998.350,0.305,0
2416,23721158428087,23721158499033,70.946,999.132,0.299,0
2417,23721159428087,23721159499126,71.039,1000.093,0.292,0
2418,23721160428087,23721160497664,69.577,998.538,0.300,0
2419,23721161428087,23721161499039,70.952,1001.375,0.303,0
2420,23721162428087,23721162500913,72.826,1001.874,0.308,0
2421,23721163428087,23721163498905,70.818,997.992,0.301,0
2422,23721164428087,23721164434651,6.564,935.746,0.327,0
2423,23721165428087,23721165497276,69.189,1062.625,0.301,0
2424,23721166428087,23721166498965,70.878,1001.689,0.308,0
2425,23721167428087,23721167497471,69.384,998.506,0.297,0
2426,23721168428087,23721168497036,68.949,999.565,0.300,0
2427,23721169428087,23721169498809,70.722,1001.773,0.360,0
2428,23721170428087,23721170501229,73.142,1002.420,0.321,0
2429,23721171428087,23721171499273,71.186,998.044,0.313,0
2430,23721172428087,23721172494877,66.790,995.604,0.313,0
2431,23721173428087,23721173497611,69.524,1002.734,0.328,0
2432,23721174428087,23721174434489,6.402,936.878,0.313,0
2433,23721175428087,23721175499588,71.501,1065.099,0.322,0
2434,23721176428087,23721176499722,71.635,1000.134,0.307,0
2435,23721177428087,23721177498308,70.221,998.586,0.311,0
2436,23721178428087,23721178501280,73.193,1002.972,0.296,0
2437,23721179428087,23721179498542,70.455,997.262,0.320,0
2438,23721180428087,23721180497630,69.543,999.088,0.310,0
2439,23721181428087,23721181497379,69.292,999.749,0.308,0
2440,23721182428087,23721182499448,71.361,1002.069,0.315,0
2441,23721183428087,23721183498970,70.883,999.522,0.309,0
2442,23721184428087,23721184435051,6.964,936.081,0.337,0
2443,23721185428087,23721185498724,70.637,1063.673,0.306,0
2444,23721186428087,23721186500732,72.645,1002.008,0.330,0
2445,23721187428087,23721187498028,69.941,997.296,0.318,0
2446,23721188428087,23721188499365,71.278,1001.337,0.316,0
2447,23721189428087,23721189497314,69.227,997.949,0.316,0
2448,23721190428087,23721190497956,69.869,1000.642,0.306,0
2449,23721191428087,23721191497569,69.482,999.613,0.314,0
2450,23721192428087,23721192498794,70.707,1001.225,0.312,0
2451,23721193428087,23721193499096,71.009,1000.302,0.294,0
2452,23721194428087,23721194434435,6.348,935.339,0.320,0
2453,23721195428087,23721195498773,70.686,1064.338,0.306,0
2454,23721196428087,23721196498879,70.792,1000.106,0.322,0
2455,23721197428087,23721197497837,69.750,998.958,0.306,0
2456,23721198428087,23721198498102,70.015,1000.265,0.315,0
2457,23721199428087,23721199499704,71.617,1001.602,0.315,0
2458,23721200428087,23721200498551,70.464,998.847,0.317,0
2459,23721201428087,23721201497634,69.547,999.083,0.308,0
2460,23721202428087,23721202497424,69.337,999.790,0.315,0
2461,23721203428087,23721203498749,70.662,1001.325,0.309,0
2462,23721204428087,23721204434603,6.516,935.854,0.330,0
2463,23721205428087,23721205499175,71.088,1064.572,0.304,0
2464,23721206428087,23721206498754,70.667,999.579,0.313,0
2465,23721207428087,23721207499634,71.547,1000.880,0.300,0
2466,23721208428087,23721208503136,75.049,1003.502,0.317,0
2467,23721209428087,23721209497854,69.767,994.718,0.327,0
2468,23721210428087,23721210497909,69.822,1000.055,0.309,0
2469,23721211428087,23721211501291,73.204,1003.382,0.314,0
2470,23721212428087,23721212497368,69.281,996.077,0.337,0
2471,23721213428087,23721213498008,69.921,1000.640,0.309,0
2472,23721214428087,23721214434543,6.456,936.535,0.319,0
2473,23721215428087,23721215498302,70.215,1063.759,0.329,0
2474,23721216428087,23721216497375,69.288,999.073,0.318,0
2475,23721217428087,23721217499111,71.024,1001.736,0.317,0
2476,23721218428087,23721218497690,69.603,998.579,0.318,0
2477,23721219428087,23721219498666,70.579,1000.976,0.308,0
2478,23721220428087,23721220495013,66.926,996.347,0.318,0
2479,23721221428087,23721221497292,69.205,1002.279,0.327,0
2480,23721222428087,23721222498909,70.822,1001.617,0.331,0
2481,23721223428087,23721223499843,71.756,1000.934,0.317,0
2482,23721224428087,23721224434635,6.548,934.792,0.339,0
2483,23721225428087,23721225499116,71.029,1064.481,0.332,0
2484,23721226428087,23721226501061,72.974,1001.945,0.328,0
2485,23721227428087,23721227502954,74.867,1001.893,0.320,0
2486,23721228428087,23721228498779,70.692,995.825,0.318,0
2487,23721229428087,23721229497110,69.023,998.331,0.332,0
2488,23721230428087,23721230501300,73.213,1004.190,0.323,0
2489,23721231428087,23721231497687,69.600,996.387,0.304,0
2490,23721232428087,23721232497535,69.448,999.848,0.316,0
2491,23721233428087,23721233501579,73.492,1004.044,0.328,0
2492,23721234428087,23721234441870,13.783,940.291,0.321,0
2493,23721235428087,23721235503498,75.411,1061.628,0.309,0
2494,23721236428087,23721236500717,72.630,997.219,0.318,0
2495,23721237428087,23721237498872,70.785,998.155,0.305,0
2496,23721238428087,23721238498508,70.421,999.636,0.306,0
2497,23721239428087,23721239497532,69.445,999.024,0.321,0
2498,23721240428087,23721240500109,72.022,1002.577,0.312,0
2499,23721241428087,23721241497518,69.431,997.409,0.314,0
2500,23721242428087,23721242500576,72.489,1003.058,0.320,0
2501,23721243428087,23721243461642,33.555,961.066,0.323,0
2502,23721244428087,23721244434527,6.440,972.885,0.334,0
2503,23721245428087,23721245498359,70.272,1063.832,0.328,0
2504,23721246428087,23721246497865,69.778,999.506,0.314,0
2505,23721247428087,23721247498677,70.590,1000.812,0.321,0
2506,23721248428087,23721248497352,69.265,998.675,0.320,0
2507,23721249428087,23721249498078,69.991,1000.726,0.321,0
2508,23721250428087,23721250500110,72.023,1002.032,0.322,0
2509,23721251428087,23721251498904,70.817,998.794,0.322,0
2510,23721252428087,23721252497570,69.483,998.666,0.316,0
2511,23721253428087,23721253498946,70.859,1001.376,0.308,0
2512,23721254428087,23721254434459,6.372,935.513,0.305,0
2513,23721255428087,23721255499402,71.315,1064.943,0.321,0
2514,23721256428087,23721256435044,6.957,935.642,0.409,0
2515,23721257428087,23721257500394,72.307,1065.350,0.328,0
2516,23721258428087,23721258499260,71.173,998.866,0.337,0
2517,23721259428087,23721259499412,71.325,1000.152,0.315,0
2518,23721260428087,23721260498534,70.447,999.122,0.327,0
2519,23721261428087,23721261500118,72.031,1001.584,0.293,0
2520,23721262428087,23721262499729,71.642,999.611,0.310,0
2521,23721263428087,23721263499591,71.504,999.862,0.316,0
2522,23721264428087,23721264434555,6.468,934.964,0.350,0
2523,23721265428087,23721265498454,70.367,1063.899,0.326,0
2524,23721266428087,23721266499226,71.139,1000.772,0.328,0
2525,23721267428087,23721267504250,76.163,1005.024,0.314,0
2526,23721268428087,23721268498597,70.510,994.347,0.303,0
2527,23721269428087,23721269498545,70.458,999.948,0.315,0
2528,23721270428087,23721270497983,69.896,999.438,0.316,0
2529,23721271428087,23721271456825,28.738,958.842,0.300,0
2530,23721272428087,23721272514968,86.881,1058.143,0.316,0
2531,23721273428087,23721273499260,71.173,984.292,0.332,0
2532,23721274428087,23721274434566,6.479,935.306,0.316,0
2533,23721275428087,23721275499941,71.854,1065.375,0.314,0
2534,23721276428087,23721276499224,71.137,999.283,0.317,0
2535,23721277428087,23721277502985,74.898,1003.761,0.311,0
2536,23721278428087,23721278499116,71.029,996.131,0.315,0
2537,23721279428087,23721279498312,70.225,999.196,0.315,0
2538,23721280428087,23721280500375,72.288,1002.063,0.315,0
2539,23721281428087,23721281498967,70.880,998.592,0.328,0
2540,23721282428087,23721282499404,71.317,1000.437,0.320,0
2541,23721283428087,23721283499043,70.956,999.639,0.317,0
2542,23721284428087,23721284434971,6.884,935.928,0.331,0
2543,23721285428087,23721285499891,71.804,1064.920,0.318,0
2544,23721286428087,23721286499606,71.519,999.715,0.309,0
2545,23721287428087,23721287499615,71.528,1000.009,0.325,0
2546,23721288428087,23721288498394,70.307,998.779,0.321,0
2547,23721289428087,23721289469854,41.767,971.460,0.324,0
2548,23721290428087,23721290501071,72.984,1031.217,0.307,0
2549,23721291428087,23721291502285,74.198,1001.214,0.315,0
2550,23721292428087,23721292498946,70.859,996.661,0.304,0
2551,23721293428087,23721293502237,74.150,1003.291,0.317,0
2552,23721294428087,23721294434453,6.366,932.216,0.333,0
2553,23721295428087,23721295499234,71.147,1064.781,0.326,0
2554,23721296428087,23721296498484,70.397,999.250,0.315,0
2555,23721297428087,23721297498874,70.787,1000.390,0.313,0
2556,23721298428087,23721298499506,71.419,1000.632,0.323,0
2557,23721299428087,23721299498645,70.558,999.139,0.311,0
2558,23721300428087,23721300499889,71.802,1001.244,0.316,0
2559,23721301428087,23721301498962,70.875,999.073,0.326,0
2560,23721302428087,23721302498463,70.376,999.501,0.305,0
2561,23721303428087,23721303497860,69.773,999.397,0.304,0
2562,23721304428087,23721304434486,6.399,936.626,0.335,0
2563,23721305428087,23721305497180,69.093,1062.694,0.320,0
2564,23721306428087,23721306500587,72.500,1003.407,0.333,0
2565,23721307428087,23721307497242,69.155,996.655,0.328,0
2566,23721308428087,23721308498509,70.422,1001.267,0.303,0
2567,23721309428087,23721309500399,72.312,1001.890,0.312,0
2568,23721310428087,23721310498674,70.587,998.275,0.386,0
2569,23721311428087,23721311500039,71.952,1001.365,0.314,0
2570,23721312428087,23721312500055,71.968,1000.016,0.310,0
2571,23721313428087,23721313498549,70.462,998.494,0.308,0
2572,23721314428087,23721314434581,6.494,936.032,0.307,0
2573,23721315428087,23721315498919,70.832,1064.338,0.307,0
2574,23721316428087,23721316498241,70.154,999.322,0.311,0
2575,23721317428087,23721317498839,70.752,1000.598,0.320,0
2576,23721318428087,23721318499044,70.957,1000.205,0.310,0
2577,23721319428087,23721319498240,70.153,999.196,0.309,0
2578,23721320428087,23721320499871,71.784,1001.631,0.316,0
2579,23721321428087,23721321499392,71.305,999.521,0.324,0
2580,23721322428087,23721322500370,72.283,1000.978,0.322,0
2581,23721323428087,23721323461141,33.054,960.771,0.325,0
2582,23721324428087,23721324434625,6.538,973.484,0.351,0
2583,23721325428087,23721325499074,70.987,1064.449,0.325,0
2584,23721326428087,23721326499138,71.051,1000.064,0.322,0
2585,23721327428087,23721327499098,71.011,999.960,0.313,0
2586,23721328428087,23721328497969,69.882,998.871,0.312,0
2587,23721329428087,23721329499547,71.460,1001.578,0.318,0
2588,23721330428087,23721330499892,71.805,1000.345,0.323,0
2589,23721331428087,23721331499370,71.283,999.478,0.304,0
2590,23721332428087,23721332498595,70.508,999.225,0.315,0
2591,23721333428087,23721333499236,71.149,1000.641,0.326,0
2592,23721334428087,23721334434540,6.453,935.304,0.318,0
2593,23721335428087,23721335433385,5.298,998.845,0.326,0
2594,23721336428087,23721336498582,70.495,1065.197,0.324,0
2595,23721337428087,23721337499121,71.034,1000.539,0.329,0
2596,23721338428087,23721338436862,8.775,937.741,0.345,0
2597,23721339428087,23721339496599,68.512,1059.737,0.316,0
2598,23721340428087,23721340499042,70.955,1002.443,0.307,0
2599,23721341428087,23721341495040,66.953,995.998,0.378,0
2600,23721342428087,23721342497476,69.389,1002.436,0.322,0
2601,23721343428087,23721343498222,70.135,1000.746,0.298,0
2602,23721344428087,23721344434617,6.530,936.395,0.337,0
2603,23721345428087,23721345498001,69.914,1063.384,0.314,0
2604,23721346428087,23721346499019,70.932,1001.018,0.322,0
2605,23721347428087,23721347502287,74.200,1003.268,0.310,0
2606,23721348428087,23721348499129,71.042,996.842,0.317,0
2607,23721349428087,23721349499229,71.142,1000.100,0.330,0
2608,23721350428087,23721350497027,68.940,997.798,0.310,0
2609,23721351428087,23721351496771,68.684,999.744,0.328,0
2610,23721352428087,23721352497225,69.138,1000.454,0.317,0
