sample_idx,expected_ns,actual_ns,jitter_us,period_us,exec_us,overruns
0,23718742428087,23718742501125,73.038,1000.000,2.254,0
1,23718743428087,23718743502217,74.130,1001.092,0.315,0
2,23718744428087,23718744434946,6.859,932.729,0.274,0
3,23718745428087,23718745435041,6.954,1000.095,0.283,0
4,23718746428087,23718746496593,68.506,1061.552,0.261,0
5,23718747428087,23718747500613,72.526,1004.020,0.280,0
6,23718748428087,23718748498136,70.049,997.523,0.270,0
7,23718749428087,23718749500631,72.544,1002.495,0.274,0
8,23718750428087,23718750499543,71.456,998.912,0.272,0
9,23718751428087,23718751500590,72.503,1001.047,0.275,0
10,23718752428087,23718752499950,71.863,999.360,0.267,0
11,23718753428087,23718753501211,73.124,1001.261,0.273,0
12,23718754428087,23718754434474,6.387,933.263,0.291,0
13,23718755428087,23718755469227,41.140,1034.753,0.275,0
14,23718756428087,23718756466728,38.641,997.501,0.274,0
15,23718757428087,23718757499826,71.739,1033.098,0.274,0
16,23718758428087,23718758498719,70.632,998.893,0.272,0
17,23718759428087,23718759502061,73.974,1003.342,0.272,0
18,23718760428087,23718760503420,75.333,1001.359,0.276,0
19,23718761428087,23718761499669,71.582,996.249,0.270,0
20,23718762428087,23718762498181,70.094,998.512,0.276,0
21,23718763428087,23718763499545,71.458,1001.364,0.275,0
22,23718764428087,23718764487984,59.897,988.439,0.276,0
23,23718765428087,23718765498229,70.142,1010.245,0.273,0
24,23718766428087,23718766500423,72.336,1002.194,0.272,0
25,23718767428087,23718767500319,72.232,999.896,0.277,0
26,23718768428087,23718768435397,7.310,935.078,0.278,0
27,23718769428087,23718769499849,71.762,1064.452,0.271,0
28,23718770428087,23718770500900,72.813,1001.051,0.271,0
29,23718771428087,23718771500142,72.055,999.242,0.276,0
30,23718772428087,23718772498107,70.020,997.965,0.274,0
31,23718773428087,23718773498709,70.622,1000.602,0.275,0
32,23718774428087,23718774434758,6.671,936.049,0.280,0
33,23718775428087,23718775499208,71.121,1064.450,0.273,0
34,23718776428087,23718776498461,70.374,999.253,0.272,0
35,23718777428087,23718777499334,71.247,1000.873,0.275,0
36,23718778428087,23718778498418,70.331,999.084,0.281,0
37,23718779428087,23718779498925,70.838,1000.507,0.273,0
38,23718780428087,23718780498571,70.484,999.646,0.272,0
39,23718781428087,23718781502750,74.663,1004.179,0.296,0
40,23718782428087,23718782498678,70.591,995.928,0.269,0
41,23718783428087,23718783499882,71.795,1001.204,0.274,0
42,23718784428087,23718784434684,6.597,934.802,0.277,0
43,23718785428087,23718785499741,71.654,1065.057,0.275,0
44,23718786428087,23718786497946,69.859,998.205,0.267,0
45,23718787428087,23718787499010,70.923,1001.064,0.275,0
46,23718788428087,23718788498188,70.101,999.178,0.283,0
47,23718789428087,23718789470706,42.619,972.518,0.267,0
48,23718790428087,23718790471736,43.649,1001.030,0.657,0
49,23718791428087,23718791472255,44.168,1000.519,0.655,0
50,23718792428087,23718792471705,43.618,999.450,0.628,0
51,23718793428087,23718793471244,43.157,999.539,0.654,0
52,23718794428087,23718794496028,67.941,1024.784,0.274,0
53,23718795428087,23718795500397,72.310,1004.369,0.271,0
54,23718796428087,23718796498896,70.809,998.499,0.271,0
55,23718797428087,23718797500051,71.964,1001.155,0.270,0
56,23718798428087,23718798500519,72.432,1000.468,0.276,0
57,23718799428087,23718799499818,71.731,999.299,0.278,0
58,23718800428087,23718800499242,71.155,999.424,0.280,0
59,23718801428087,23718801500770,72.683,1001.528,0.272,0
60,23718802428087,23718802499942,71.855,999.172,0.282,0
61,23718803428087,23718803499894,71.807,999.952,0.269,0
62,23718804428087,23718804499273,71.186,999.379,0.276,0
63,23718805428087,23718805500807,72.720,1001.534,0.265,0
64,23718806428087,23718806435776,7.689,934.969,0.267,0
65,23718807428087,23718807432823,4.736,997.047,0.146,0
66,23718808428087,23718808431766,3.679,998.943,0.077,0
67,23718809428087,23718809432033,3.946,1000.267,0.144,0
68,23718810428087,23718810435395,7.308,1003.362,0.302,0
69,23718811428087,23718811462494,34.407,1027.099,0.291,0
70,23718812428087,23718812466178,38.091,1003.684,0.281,0
71,23718813428087,23718813462659,34.572,996.481,0.308,0
72,23718814428087,23718814468436,40.349,1005.777,0.279,0
73,23718815428087,23718815435780,7.693,967.344,0.275,0
74,23718816428087,23718816466122,38.035,1030.342,0.278,0
75,23718817428087,23718817466226,38.139,1000.104,0.281,0
76,23718818428087,23718818461708,33.621,995.482,0.278,0
77,23718819428087,23718819461831,33.744,1000.123,0.274,0
78,23718820428087,23718820460658,32.571,998.827,0.271,0
79,23718821428087,23718821475249,47.162,1014.591,0.279,0
80,23718822428087,23718822461567,33.480,986.318,0.272,0
81,23718823428087,23718823463208,35.121,1001.641,0.276,0
82,23718824428087,23718824504036,75.949,1040.828,0.269,0
83,23718825428087,23718825498563,70.476,994.527,0.277,0
84,23718826428087,23718826499037,70.950,1000.474,0.268,0
85,23718827428087,23718827500327,72.240,1001.290,0.276,0
86,23718828428087,23718828499170,71.083,998.843,0.277,0
87,23718829428087,23718829499830,71.743,1000.660,0.274,0
88,23718830428087,23718830461726,33.639,961.896,0.274,0
89,23718831428087,23718831500762,72.675,1039.036,0.276,0
90,23718832428087,23718832499066,70.979,998.304,0.265,0
91,23718833428087,23718833498586,70.499,999.520,0.275,0
92,23718834428087,23718834434183,6.096,935.597,0.274,0
93,23718835428087,23718835499721,71.634,1065.538,0.273,0
94,23718836428087,23718836498282,70.195,998.561,0.271,0
95,23718837428087,23718837499682,71.595,1001.400,0.268,0
96,23718838428087,23718838498209,70.122,998.527,0.272,0
97,23718839428087,23718839498298,70.211,1000.089,0.273,0
98,23718840428087,23718840499669,71.582,1001.371,0.275,0
99,23718841428087,23718841500511,72.424,1000.842,0.279,0
100,23718842428087,23718842500135,72.048,999.624,0.276,0
101,23718843428087,23718843500344,72.257,1000.209,0.274,0
102,23718844428087,23718844499579,71.492,999.235,0.276,0
103,23718845428087,23718845498451,70.364,998.872,0.268,0
104,23718846428087,23718846498624,70.537,1000.173,0.274,0
105,23718847428087,23718847498728,70.641,1000.104,0.278,0
106,23718848428087,23718848498401,70.314,999.673,0.273,0
107,23718849428087,23718849500141,72.054,1001.740,0.278,0
108,23718850428087,23718850499075,70.988,998.934,0.272,0
109,23718851428087,23718851497995,69.908,998.920,0.277,0
110,23718852428087,23718852498460,70.373,1000.465,0.276,0
111,23718853428087,23718853498253,70.166,999.793,0.273,0
112,23718854428087,23718854498755,70.668,1000.502,0.282,0
113,23718855428087,23718855499693,71.606,1000.938,0.281,0
114,23718856428087,23718856498086,69.999,998.393,0.273,0
115,23718857428087,23718857498146,70.059,1000.060,0.273,0
116,23718858428087,23718858502692,74.605,1004.546,0.274,0
117,23718859428087,23718859499849,71.762,997.157,0.278,0
118,23718860428087,23718860498490,70.403,998.641,0.276,0
119,23718861428087,23718861502752,74.665,1004.262,0.280,0
120,23718862428087,23718862500153,72.066,997.401,0.272,0
121,23718863428087,23718863500565,72.478,1000.412,0.273,0
122,23718864428087,23718864498382,70.295,997.817,0.280,0
123,23718865428087,23718865499669,71.582,1001.287,0.281,0
124,23718866428087,23718866498435,70.348,998.766,0.273,0
125,23718867428087,23718867498784,70.697,1000.349,0.275,0
126,23718868428087,23718868498959,70.872,1000.175,0.336,0
127,23718869428087,23718869498164,70.077,999.205,0.273,0
128,23718870428087,23718870498339,70.252,1000.175,0.283,0
129,23718871428087,23718871500589,72.502,1002.250,0.272,0
130,23718872428087,23718872501994,73.907,1001.405,0.274,0
131,23718873428087,23718873501059,72.972,999.065,0.282,0
132,23718874428087,23718874507256,79.169,1006.197,0.277,0
133,23718875428087,23718875499441,71.354,992.185,0.279,0
134,23718876428087,23718876500131,72.044,1000.690,0.282,0
135,23718877428087,23718877498119,70.032,997.988,0.271,0
136,23718878428087,23718878434689,6.602,936.570,0.282,0
137,23718879428087,23718879500319,72.232,1065.630,0.274,0
138,23718880428087,23718880503273,75.186,1002.954,0.277,0
139,23718881428087,23718881499695,71.608,996.422,0.275,0
140,23718882428087,23718882498792,70.705,999.097,0.272,0
141,23718883428087,23718883498494,70.407,999.702,0.276,0
142,23718884428087,23718884434470,6.383,935.976,0.289,0
143,23718885428087,23718885499845,71.758,1065.375,0.275,0
144,23718886428087,23718886499241,71.154,999.396,0.279,0
145,23718887428087,23718887468200,40.113,968.959,0.281,0
146,23718888428087,23718888501816,73.729,1033.616,0.271,0
147,23718889428087,23718889500004,71.917,998.188,0.273,0
148,23718890428087,23718890500699,72.612,1000.695,0.280,0
149,23718891428087,23718891498586,70.499,997.887,0.271,0
150,23718892428087,23718892498359,70.272,999.773,0.271,0
151,23718893428087,23718893498190,70.103,999.831,0.261,0
152,23718894428087,23718894434468,6.381,936.278,0.278,0
153,23718895428087,23718895499349,71.262,1064.881,0.274,0
154,23718896428087,23718896498432,70.345,999.083,0.284,0
155,23718897428087,23718897499077,70.990,1000.645,0.266,0
156,23718898428087,23718898497888,69.801,998.811,0.289,0
157,23718899428087,23718899499482,71.395,1001.594,0.279,0
158,23718900428087,23718900499673,71.586,1000.191,0.272,0
159,23718901428087,23718901499326,71.239,999.653,0.275,0
160,23718902428087,23718902498240,70.153,998.914,0.274,0
161,23718903428087,23718903500894,72.807,1002.654,0.270,0
162,23718904428087,23718904498315,70.228,997.421,0.268,0
163,23718905428087,23718905499688,71.601,1001.373,0.264,0
164,23718906428087,23718906498863,70.776,999.175,0.285,0
165,23718907428087,23718907499268,71.181,1000.405,0.273,0
166,23718908428087,23718908498549,70.462,999.281,0.276,0
167,23718909428087,23718909499948,71.861,1001.399,0.275,0
168,23718910428087,23718910499067,70.980,999.119,0.338,0
169,23718911428087,23718911498578,70.491,999.511,0.275,0
170,23718912428087,23718912498330,70.243,999.752,0.283,0
171,23718913428087,23718913498716,70.629,1000.386,0.282,0
172,23718914428087,23718914499850,71.763,1001.134,0.281,0
173,23718915428087,23718915497794,69.707,997.944,0.287,0
174,23718916428087,23718916499586,71.499,1001.792,0.280,0
175,23718917428087,23718917498271,70.184,998.685,0.275,0
176,23718918428087,23718918500673,72.586,1002.402,0.286,0
177,23718919428087,23718919500118,72.031,999.445,0.281,0
178,23718920428087,23718920499524,71.437,999.406,0.279,0
179,23718921428087,23718921498085,69.998,998.561,0.278,0
180,23718922428087,23718922495903,67.816,997.818,0.285,0
181,23718923428087,23718923498329,70.242,1002.426,0.279,0
182,23718924428087,23718924499950,71.863,1001.621,0.282,0
183,23718925428087,23718925498678,70.591,998.728,0.289,0
184,23718926428087,23718926499504,71.417,1000.826,0.284,0
185,23718927428087,23718927499585,71.498,1000.081,0.284,0
186,23718928428087,23718928502764,74.677,1003.179,0.279,0
187,23718929428087,23718929499170,71.083,996.406,0.288,0
188,23718930428087,23718930500058,71.971,1000.888,0.281,0
189,23718931428087,23718931496427,68.340,996.369,0.287,0
190,23718932428087,23718932500089,72.002,1003.662,0.281,0
191,23718933428087,23718933500316,72.229,1000.227,0.277,0
192,23718934428087,23718934434549,6.462,934.233,0.303,0
193,23718935428087,23718935499992,71.905,1065.443,0.279,0
194,23718936428087,23718936501094,73.007,1001.102,0.278,0
195,23718937428087,23718937497790,69.703,996.696,0.284,0
196,23718938428087,23718938501057,72.970,1003.267,0.279,0
197,23718939428087,23718939498340,70.253,997.283,0.290,0
198,23718940428087,23718940498373,70.286,1000.033,0.284,0
199,23718941428087,23718941466912,38.825,968.539,0.291,0
200,23718942428087,23718942466911,38.824,999.999,0.285,0
201,23718943428087,23718943467457,39.370,1000.546,0.291,0
202,23718944428087,23718944469523,41.436,1002.066,0.289,0
203,23718945428087,23718945465354,37.267,995.831,0.279,0
204,23718946428087,23718946466164,38.077,1000.810,0.283,0
205,23718947428087,23718947467604,39.517,1001.440,0.281,0
206,23718948428087,23718948466601,38.514,998.997,0.293,0
207,23718949428087,23718949467695,39.608,1001.094,0.292,0
208,23718950428087,23718950435801,7.714,968.106,0.312,0
209,23718951428087,23718951499582,71.495,1063.781,0.288,0
210,23718952428087,23718952501035,72.948,1001.453,0.277,0
211,23718953428087,23718953499267,71.180,998.232,0.282,0
212,23718954428087,23718954434490,6.403,935.223,0.304,0
213,23718955428087,23718955500113,72.026,1065.623,0.283,0
214,23718956428087,23718956499663,71.576,999.550,0.279,0
215,23718957428087,23718957499219,71.132,999.556,0.282,0
216,23718958428087,23718958498300,70.213,999.081,0.279,0
217,23718959428087,23718959498237,70.150,999.937,0.283,0
218,23718960428087,23718960498672,70.585,1000.435,0.280,0
219,23718961428087,23718961498839,70.752,1000.167,0.274,0
220,23718962428087,23718962499635,71.548,1000.796,0.288,0
221,23718963428087,23718963498315,70.228,998.680,0.284,0
222,23718964428087,23718964434521,6.434,936.206,0.279,0
223,23718965428087,23718965498006,69.919,1063.485,0.278,0
224,23718966428087,23718966498858,70.771,1000.852,0.283,0
225,23718967428087,23718967504409,76.322,1005.551,0.278,0
226,23718968428087,23718968500566,72.479,996.157,0.284,0
227,23718969428087,23718969498401,70.314,997.835,0.278,0
228,23718970428087,23718970498642,70.555,1000.241,0.275,0
229,23718971428087,23718971499480,71.393,1000.838,0.288,0
230,23718972428087,23718972497953,69.866,998.473,0.280,0
231,23718973428087,23718973500440,72.353,1002.487,0.283,0
232,23718974428087,23718974434468,6.381,934.028,0.285,0
233,23718975428087,23718975500183,72.096,1065.715,0.282,0
234,23718976428087,23718976499025,70.938,998.842,0.282,0
235,23718977428087,23718977435023,6.936,935.998,0.279,0
236,23718978428087,23718978499143,71.056,1064.120,0.286,0
237,23718979428087,23718979496071,67.984,996.928,0.287,0
238,23718980428087,23718980498386,70.299,1002.315,0.288,0
239,23718981428087,23718981499089,71.002,1000.703,0.280,0
240,23718982428087,23718982499011,70.924,999.922,0.274,0
241,23718983428087,23718983499323,71.236,1000.312,0.290,0
242,23718984428087,23718984434528,6.441,935.205,0.280,0
243,23718985428087,23718985499923,71.836,1065.395,0.275,0
244,23718986428087,23718986501142,73.055,1001.219,0.282,0
245,23718987428087,23718987498668,70.581,997.526,0.279,0
246,23718988428087,23718988499214,71.127,1000.546,0.279,0
247,23718989428087,23718989498981,70.894,999.767,0.297,0
248,23718990428087,23718990499831,71.744,1000.850,0.280,0
249,23718991428087,23718991498324,70.237,998.493,0.275,0
250,23718992428087,23718992501968,73.881,1003.644,0.276,0
251,23718993428087,23718993498353,70.266,996.385,0.279,0
252,23718994428087,23718994434671,6.584,936.318,0.303,0
253,23718995428087,23718995496365,68.278,1061.694,0.280,0
254,23718996428087,23718996499491,71.404,1003.126,0.281,0
255,23718997428087,23718997498261,70.174,998.770,0.280,0
256,23718998428087,23718998498473,70.386,1000.212,0.287,0
257,23718999428087,23718999499677,71.590,1001.204,0.276,0
258,23719000428087,23719000500300,72.213,1000.623,0.245,0
259,23719001428087,23719001499538,71.451,999.238,0.283,0
260,23719002428087,23719002500907,72.820,1001.369,0.277,0
261,23719003428087,23719003500681,72.594,999.774,0.277,0
262,23719004428087,23719004466108,38.021,965.427,0.285,0
263,23719005428087,23719005498879,70.792,1032.771,0.285,0
264,23719006428087,23719006499541,71.454,1000.662,0.279,0
265,23719007428087,23719007498012,69.925,998.471,0.282,0
266,23719008428087,23719008501613,73.526,1003.601,0.285,0
267,23719009428087,23719009502994,74.907,1001.381,0.279,0
268,23719010428087,23719010498229,70.142,995.235,0.284,0
269,23719011428087,23719011498244,70.157,1000.015,0.275,0
270,23719012428087,23719012498402,70.315,1000.158,0.275,0
271,23719013428087,23719013500666,72.579,1002.264,0.278,0
272,23719014428087,23719014494984,66.897,994.318,0.284,0
273,23719015428087,23719015500273,72.186,1005.289,0.289,0
274,23719016428087,23719016500255,72.168,999.982,0.285,0
275,23719017428087,23719017499865,71.778,999.610,0.275,0
276,23719018428087,23719018500667,72.580,1000.802,0.288,0
277,23719019428087,23719019500768,72.681,1000.101,0.286,0
278,23719020428087,23719020500279,72.192,999.511,0.270,0
279,23719021428087,23719021499208,71.121,998.929,0.274,0
280,23719022428087,23719022498689,70.602,999.481,0.285,0
281,23719023428087,23719023502810,74.723,1004.121,0.284,0
282,23719024428087,23719024434446,6.359,931.636,0.284,0
283,23719025428087,23719025497991,69.904,1063.545,0.278,0
284,23719026428087,23719026498466,70.379,1000.475,0.273,0
285,23719027428087,23719027500273,72.186,1001.807,0.279,0
286,23719028428087,23719028503347,75.260,1003.074,0.282,0
287,23719029428087,23719029500481,72.394,997.134,0.281,0
288,23719030428087,23719030498302,70.215,997.821,0.284,0
289,23719031428087,23719031500474,72.387,1002.172,0.281,0
290,23719032428087,23719032499935,71.848,999.461,0.284,0
291,23719033428087,23719033499928,71.841,999.993,0.279,0
292,23719034428087,23719034434525,6.438,934.597,0.288,0
293,23719035428087,23719035497958,69.871,1063.433,0.277,0
294,23719036428087,23719036498097,70.010,1000.139,0.274,0
295,23719037428087,23719037498273,70.186,1000.176,0.289,0
296,23719038428087,23719038500028,71.941,1001.755,0.285,0
297,23719039428087,23719039499924,71.837,999.896,0.292,0
298,23719040428087,23719040499344,71.257,999.420,0.292,0
299,23719041428087,23719041499284,71.197,999.940,0.282,0
300,23719042428087,23719042499477,71.390,1000.193,0.282,0
301,23719043428087,23719043502322,74.235,1002.845,0.279,0
302,23719044428087,23719044498327,70.240,996.005,0.282,0
303,23719045428087,23719045498617,70.530,1000.290,0.280,0
304,23719046428087,23719046499340,71.253,1000.723,0.276,0
305,23719047428087,23719047498168,70.081,998.828,0.293,0
306,23719048428087,23719048498579,70.492,1000.411,0.276,0
307,23719049428087,23719049498968,70.881,1000.389,0.278,0
308,23719050428087,23719050500246,72.159,1001.278,0.286,0
309,23719051428087,23719051498185,70.098,997.939,0.281,0
310,23719052428087,23719052499822,71.735,1001.637,0.277,0
311,23719053428087,23719053499876,71.789,1000.054,0.277,0
312,23719054428087,23719054501941,73.854,1002.065,0.279,0
313,23719055428087,23719055500384,72.297,998.443,0.277,0
314,23719056428087,23719056501198,73.111,1000.814,0.284,0
315,23719057428087,23719057502387,74.300,1001.189,0.286,0
316,23719058428087,23719058498314,70.227,995.927,0.278,0
317,23719059428087,23719059502793,74.706,1004.479,0.285,0
318,23719060428087,23719060498336,70.249,995.543,0.281,0
319,23719061428087,23719061500646,72.559,1002.310,0.284,0
320,23719062428087,23719062499998,71.911,999.352,0.276,0
321,23719063428087,23719063499766,71.679,999.768,0.285,0
322,23719064428087,23719064499500,71.413,999.734,0.289,0
323,23719065428087,23719065498751,70.664,999.251,0.279,0
324,23719066428087,23719066500170,72.083,1001.419,0.276,0
325,23719067428087,23719067489275,61.188,989.105,0.284,0
326,23719068428087,23719068498410,70.323,1009.135,0.279,0
327,23719069428087,23719069499028,70.941,1000.618,0.280,0
328,23719070428087,23719070498286,70.199,999.258,0.281,0
329,23719071428087,23719071498715,70.628,1000.429,0.284,0
330,23719072428087,23719072501036,72.949,1002.321,0.278,0
331,23719073428087,23719073502356,74.269,1001.320,0.280,0
332,23719074428087,23719074500309,72.222,997.953,0.275,0
333,23719075428087,23719075499950,71.863,999.641,0.283,0
334,23719076428087,23719076499682,71.595,999.732,0.277,0
335,23719077428087,23719077498482,70.395,998.800,0.285,0
336,23719078428087,23719078500739,72.652,1002.257,0.285,0
337,23719079428087,23719079498409,70.322,997.670,0.280,0
338,23719080428087,23719080500213,72.126,1001.804,0.278,0
339,23719081428087,23719081498444,70.357,998.231,0.280,0
340,23719082428087,23719082499303,71.216,1000.859,0.279,0
341,23719083428087,23719083499313,71.226,1000.010,0.284,0
342,23719084428087,23719084434556,6.469,935.243,0.301,0
343,23719085428087,23719085500035,71.948,1065.479,0.277,0
344,23719086428087,23719086498707,70.620,998.672,0.276,0
345,23719087428087,23719087498642,70.555,999.935,0.275,0
346,23719088428087,23719088498879,70.792,1000.237,0.281,0
347,23719089428087,23719089498659,70.572,999.780,0.275,0
348,23719090428087,23719090499192,71.105,1000.533,0.276,0
349,23719091428087,23719091499197,71.110,1000.005,0.282,0
350,23719092428087,23719092498311,70.224,999.114,0.281,0
351,23719093428087,23719093498969,70.882,1000.658,0.285,0
352,23719094428087,23719094434655,6.568,935.686,0.281,0
353,23719095428087,23719095499301,71.214,1064.646,0.286,0
354,23719096428087,23719096500621,72.534,1001.320,0.282,0
355,23719097428087,23719097463043,34.956,962.422,0.277,0
356,23719098428087,23719098465813,37.726,1002.770,0.285,0
357,23719099428087,23719099498861,70.774,1033.048,0.278,0
358,23719100428087,23719100498909,70.822,1000.048,0.276,0
359,23719101428087,23719101498844,70.757,999.935,0.290,0
360,23719102428087,23719102500623,72.536,1001.779,0.276,0
361,23719103428087,23719103498528,70.441,997.905,0.276,0
362,23719104428087,23719104434551,6.464,936.023,0.301,0
363,23719105428087,23719105499206,71.119,1064.655,0.283,0
364,23719106428087,23719106498443,70.356,999.237,0.279,0
365,23719107428087,23719107502819,74.732,1004.376,0.281,0
366,23719108428087,23719108498597,70.510,995.778,0.279,0
367,23719109428087,23719109498825,70.738,1000.228,0.289,0
368,23719110428087,23719110500137,72.050,1001.312,0.276,0
369,23719111428087,23719111498360,70.273,998.223,0.272,0
370,23719112428087,23719112499079,70.992,1000.719,0.289,0
371,23719113428087,23719113503454,75.367,1004.375,0.277,0
372,23719114428087,23719114434707,6.620,931.253,0.289,0
373,23719115428087,23719115499730,71.643,1065.023,0.274,0
374,23719116428087,23719116498330,70.243,998.600,0.280,0
375,23719117428087,23719117498249,70.162,999.919,0.277,0
376,23719118428087,23719118498910,70.823,1000.661,0.277,0
377,23719119428087,23719119499300,71.213,1000.390,0.282,0
378,23719120428087,23719120500478,72.391,1001.178,0.289,0
379,23719121428087,23719121501791,73.704,1001.313,0.284,0
380,23719122428087,23719122498464,70.377,996.673,0.282,0
381,23719123428087,23719123502360,74.273,1003.896,0.283,0
382,23719124428087,23719124434615,6.528,932.255,0.297,0
383,23719125428087,23719125498255,70.168,1063.640,0.280,0
384,23719126428087,23719126499319,71.232,1001.064,0.283,0
385,23719127428087,23719127498427,70.340,999.108,0.280,0
386,23719128428087,23719128500667,72.580,1002.240,0.277,0
387,23719129428087,23719129502949,74.862,1002.282,0.288,0
388,23719130428087,23719130499362,71.275,996.413,0.279,0
389,23719131428087,23719131498521,70.434,999.159,0.278,0
390,23719132428087,23719132498954,70.867,1000.433,0.281,0
391,23719133428087,23719133498974,70.887,1000.020,0.290,0
392,23719134428087,23719134434540,6.453,935.566,0.284,0
393,23719135428087,23719135430459,2.372,995.919,0.061,0
394,23719136428087,23719136499127,71.040,1068.668,0.279,0
395,23719137428087,23719137501556,73.469,1002.429,0.278,0
396,23719138428087,23719138497459,69.372,995.903,0.277,0
397,23719139428087,23719139497283,69.196,999.824,0.282,0
398,23719140428087,23719140499006,70.919,1001.723,0.286,0
399,23719141428087,23719141498138,70.051,999.132,0.288,0
400,23719142428087,23719142497335,69.248,999.197,0.278,0
401,23719143428087,23719143497692,69.605,1000.357,0.279,0
402,23719144428087,23719144434597,6.510,936.905,0.282,0
403,23719145428087,23719145499425,71.338,1064.828,0.280,0
404,23719146428087,23719146499393,71.306,999.968,0.273,0
405,23719147428087,23719147497686,69.599,998.293,0.286,0
406,23719148428087,23719148497203,69.116,999.517,0.280,0
407,23719149428087,23719149499221,71.134,1002.018,0.278,0
408,23719150428087,23719150499042,70.955,999.821,0.289,0
409,23719151428087,23719151499826,71.739,1000.784,0.283,0
410,23719152428087,23719152498819,70.732,998.993,0.273,0
411,23719153428087,23719153497545,69.458,998.726,0.273,0
412,23719154428087,23719154434432,6.345,936.887,0.287,0
413,23719155428087,23719155498857,70.770,1064.425,0.280,0
414,23719156428087,23719156498737,70.650,999.880,0.278,0
415,23719157428087,23719157498396,70.309,999.659,0.274,0
416,23719158428087,23719158431700,3.613,933.304,0.157,0
417,23719159428087,23719159497713,69.626,1066.013,0.283,0
418,23719160428087,23719160497463,69.376,999.750,0.274,0
419,23719161428087,23719161499391,71.304,1001.928,0.273,0
420,23719162428087,23719162497261,69.174,997.870,0.274,0
421,23719163428087,23719163499038,70.951,1001.777,0.284,0
422,23719164428087,23719164434439,6.352,935.401,0.283,0
423,23719165428087,23719165499574,71.487,1065.135,0.272,0
424,23719166428087,23719166499027,70.940,999.453,0.282,0
425,23719167428087,23719167498211,70.124,999.184,0.274,0
426,23719168428087,23719168497592,69.505,999.381,0.277,0
427,23719169428087,23719169499416,71.329,1001.824,0.279,0
428,23719170428087,23719170497005,68.918,997.589,0.272,0
429,23719171428087,23719171494894,66.807,997.889,0.266,0
430,23719172428087,23719172497596,69.509,1002.702,0.273,0
431,23719173428087,23719173497771,69.684,1000.175,0.273,0
432,23719174428087,23719174434429,6.342,936.658,0.284,0
433,23719175428087,23719175497223,69.136,1062.794,0.288,0
434,23719176428087,23719176499177,71.090,1001.954,0.279,0
435,23719177428087,23719177501688,73.601,1002.511,0.277,0
436,23719178428087,23719178503540,75.453,1001.852,0.271,0
437,23719179428087,23719179497195,69.108,993.655,0.274,0
438,23719180428087,23719180496998,68.911,999.803,0.272,0
439,23719181428087,23719181498418,70.331,1001.420,0.275,0
440,23719182428087,23719182498762,70.675,1000.344,0.275,0
441,23719183428087,23719183498186,70.099,999.424,0.273,0
442,23719184428087,23719184435121,7.034,936.935,0.287,0
443,23719185428087,23719185430543,2.456,995.422,0.064,0
444,23719186428087,23719186498998,70.911,1068.455,0.280,0
445,23719187428087,23719187495465,67.378,996.467,0.283,0
446,23719188428087,23719188497430,69.343,1001.965,0.266,0
447,23719189428087,23719189499513,71.426,1002.083,0.271,0
448,23719190428087,23719190498791,70.704,999.278,0.281,0
449,23719191428087,23719191499483,71.396,1000.692,0.281,0
450,23719192428087,23719192498218,70.131,998.735,0.273,0
451,23719193428087,23719193501577,73.490,1003.359,0.276,0
452,23719194428087,23719194434470,6.383,932.893,0.279,0
453,23719195428087,23719195497252,69.165,1062.782,0.281,0
454,23719196428087,23719196499373,71.286,1002.121,0.273,0
455,23719197428087,23719197499184,71.097,999.811,0.269,0
456,23719198428087,23719198498605,70.518,999.421,0.274,0
457,23719199428087,23719199499020,70.933,1000.415,0.277,0
458,23719200428087,23719200498622,70.535,999.602,0.283,0
459,23719201428087,23719201500611,72.524,1001.989,0.274,0
460,23719202428087,23719202499586,71.499,998.975,0.282,0
461,23719203428087,23719203497840,69.753,998.254,0.273,0
462,23719204428087,23719204434555,6.468,936.715,0.277,0
463,23719205428087,23719205497201,69.114,1062.646,0.272,0
464,23719206428087,23719206498721,70.634,1001.520,0.286,0
465,23719207428087,23719207498817,70.730,1000.096,0.274,0
466,23719208428087,23719208497777,69.690,998.960,0.267,0
467,23719209428087,23719209499534,71.447,1001.757,0.269,0
468,23719210428087,23719210497728,69.641,998.194,0.274,0
469,23719211428087,23719211498815,70.728,1001.087,0.270,0
470,23719212428087,23719212499176,71.089,1000.361,0.269,0
471,23719213428087,23719213499932,71.845,1000.756,0.272,0
472,23719214428087,23719214435576,7.489,935.644,0.271,0
473,23719215428087,23719215497624,69.537,1062.048,0.274,0
474,23719216428087,23719216499278,71.191,1001.654,0.272,0
475,23719217428087,23719217499057,70.970,999.779,0.270,0
476,23719218428087,23719218497286,69.199,998.229,0.275,0
477,23719219428087,23719219497616,69.529,1000.330,0.279,0
478,23719220428087,23719220497569,69.482,999.953,0.281,0
479,23719221428087,23719221499525,71.438,1001.956,0.278,0
480,23719222428087,23719222499431,71.344,999.906,0.276,0
481,23719223428087,23719223498760,70.673,999.329,0.278,0
482,23719224428087,23719224434554,6.467,935.794,0.281,0
483,23719225428087,23719225498948,70.861,1064.394,0.267,0
484,23719226428087,23719226461675,33.588,962.727,0.280,0
485,23719227428087,23719227497468,69.381,1035.793,0.279,0
486,23719228428087,23719228497498,69.411,1000.030,0.280,0
487,23719229428087,23719229498681,70.594,1001.183,0.278,0
488,23719230428087,23719230498525,70.438,999.844,0.286,0
